Date received,"BANK OF AMERICA, NATIONAL ASSOCIATION",CAPITAL ONE FINANCIAL CORPORATION,"CITIBANK, N.A.","EQUIFAX, INC.",Experian Information Solutions Inc.,JPMORGAN CHASE & CO.,"Navient Solutions, LLC.",SYNCHRONY FINANCIAL,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WELLS FARGO & COMPANY
2017-07-08,12.0,7.0,9.0,47.0,42.0,10.0,9.0,8.0,54.0,9.0
2017-07-09,8.0,3.0,6.0,38.0,34.0,10.0,11.0,5.0,40.0,5.0
2017-07-10,30.0,25.0,17.0,82.0,91.0,30.0,25.0,6.0,81.0,21.0
2017-07-11,32.0,12.0,21.0,82.0,74.0,35.0,23.0,16.0,78.0,36.0
2017-07-12,39.0,29.0,29.0,99.0,92.0,46.0,39.0,7.0,117.0,37.0
2017-07-13,29.0,20.0,15.0,94.0,94.0,30.0,22.0,12.0,114.0,35.0
2017-07-14,21.0,14.0,26.0,81.0,71.0,32.0,33.0,10.0,99.0,25.0
2017-07-15,9.0,15.0,9.0,42.0,45.0,10.0,15.0,8.0,53.0,11.0
2017-07-16,6.0,8.0,9.0,46.0,40.0,10.0,13.0,6.0,47.0,11.0
2017-07-17,29.0,19.0,19.0,101.0,117.0,35.0,32.0,20.0,119.0,31.0
2017-07-18,32.0,35.0,30.0,108.0,90.0,37.0,34.0,9.0,97.0,40.0
2017-07-19,40.0,21.0,32.0,66.0,70.0,33.0,26.0,12.0,68.0,28.0
2017-07-20,27.0,15.0,18.0,77.0,66.0,27.0,21.0,8.0,73.0,22.0
2017-07-21,32.0,13.0,24.0,91.0,92.0,42.0,20.0,9.0,92.0,39.0
2017-07-22,9.0,9.0,12.0,40.0,42.0,16.0,14.0,4.0,53.0,9.0
2017-07-23,9.0,6.0,6.0,52.0,30.0,8.0,10.0,7.0,45.0,8.0
2017-07-24,35.0,18.0,26.0,83.0,80.0,27.0,33.0,9.0,78.0,37.0
2017-07-25,27.0,17.0,21.0,98.0,82.0,32.0,40.0,16.0,91.0,26.0
2017-07-26,38.0,18.0,22.0,109.0,114.0,28.0,39.0,13.0,121.0,41.0
2017-07-27,35.0,23.0,18.0,90.0,92.0,39.0,29.0,19.0,105.0,29.0
2017-07-28,42.0,17.0,29.0,75.0,73.0,29.0,22.0,14.0,74.0,26.0
2017-07-29,8.0,3.0,11.0,63.0,46.0,11.0,7.0,6.0,55.0,11.0
2017-07-30,10.0,8.0,9.0,32.0,43.0,9.0,7.0,6.0,39.0,10.0
2017-07-31,32.0,18.0,17.0,79.0,71.0,29.0,33.0,22.0,66.0,34.0
2017-08-01,32.0,18.0,24.0,128.0,105.0,38.0,28.0,14.0,127.0,47.0
2017-08-02,28.0,23.0,19.0,96.0,102.0,40.0,26.0,16.0,100.0,44.0
2017-08-03,25.0,24.0,19.0,88.0,87.0,36.0,35.0,8.0,95.0,36.0
2017-08-04,26.0,20.0,24.0,77.0,76.0,31.0,23.0,8.0,77.0,29.0
2017-08-05,10.0,6.0,11.0,52.0,37.0,9.0,11.0,7.0,37.0,12.0
2017-08-06,8.0,8.0,3.0,27.0,29.0,6.0,6.0,5.0,31.0,10.0
2017-08-07,23.0,16.0,33.0,88.0,79.0,23.0,32.0,12.0,78.0,33.0
2017-08-08,37.0,26.0,25.0,87.0,88.0,36.0,41.0,13.0,98.0,27.0
2017-08-09,35.0,19.0,23.0,78.0,90.0,23.0,31.0,20.0,101.0,41.0
2017-08-10,24.0,19.0,20.0,115.0,103.0,31.0,22.0,13.0,149.0,39.0
2017-08-11,23.0,19.0,26.0,96.0,81.0,26.0,24.0,15.0,92.0,26.0
2017-08-12,7.0,16.0,7.0,55.0,60.0,12.0,9.0,7.0,55.0,12.0
2017-08-13,8.0,11.0,15.0,52.0,49.0,6.0,9.0,6.0,39.0,7.0
2017-08-14,24.0,25.0,34.0,84.0,86.0,27.0,26.0,22.0,79.0,24.0
2017-08-15,32.0,15.0,28.0,91.0,90.0,32.0,28.0,16.0,85.0,22.0
2017-08-16,20.0,20.0,24.0,96.0,89.0,31.0,29.0,17.0,89.0,34.0
2017-08-17,28.0,18.0,20.0,97.0,82.0,25.0,27.0,11.0,102.0,26.0
2017-08-18,25.0,21.0,20.0,68.0,71.0,23.0,32.0,17.0,63.0,17.0
2017-08-19,4.0,9.0,6.0,38.0,33.0,12.0,13.0,6.0,35.0,5.0
2017-08-20,2.0,11.0,11.0,30.0,38.0,7.0,10.0,2.0,36.0,5.0
2017-08-21,27.0,25.0,21.0,100.0,87.0,18.0,22.0,6.0,85.0,21.0
2017-08-22,32.0,18.0,29.0,86.0,87.0,21.0,22.0,9.0,101.0,29.0
2017-08-23,28.0,16.0,16.0,79.0,85.0,21.0,12.0,14.0,78.0,36.0
2017-08-24,30.0,17.0,18.0,90.0,83.0,21.0,21.0,10.0,91.0,23.0
2017-08-25,21.0,24.0,21.0,84.0,83.0,19.0,19.0,6.0,80.0,21.0
2017-08-26,6.0,6.0,8.0,27.0,34.0,5.0,11.0,7.0,32.0,7.0
2017-08-27,5.0,5.0,6.0,35.0,33.0,6.0,4.0,7.0,26.0,5.0
2017-08-28,22.0,29.0,12.0,106.0,95.0,26.0,21.0,15.0,86.0,28.0
2017-08-29,30.0,18.0,18.0,84.0,93.0,25.0,26.0,13.0,76.0,33.0
2017-08-30,31.0,21.0,28.0,83.0,84.0,25.0,23.0,18.0,88.0,34.0
2017-08-31,33.0,14.0,18.0,71.0,75.0,27.0,20.0,8.0,71.0,39.0
2017-09-01,13.0,14.0,23.0,55.0,66.0,24.0,9.0,8.0,70.0,29.0
2017-09-02,7.0,11.0,11.0,34.0,27.0,14.0,5.0,5.0,37.0,15.0
2017-09-03,10.0,9.0,7.0,23.0,26.0,12.0,11.0,6.0,19.0,9.0
2017-09-04,8.0,6.0,7.0,44.0,36.0,6.0,10.0,2.0,29.0,6.0
2017-09-05,21.0,15.0,16.0,72.0,62.0,23.0,15.0,12.0,72.0,25.0
2017-09-06,25.0,23.0,16.0,99.0,70.0,28.0,22.0,9.0,86.0,16.0
2017-09-07,19.0,23.0,24.0,92.0,77.0,23.0,18.0,8.0,76.0,25.0
2017-09-08,24.0,23.0,18.0,2731.0,172.0,24.0,20.0,9.0,113.0,28.0
2017-09-09,17.0,12.0,6.0,2318.0,95.0,10.0,6.0,4.0,63.0,10.0
2017-09-10,9.0,14.0,9.0,367.0,44.0,11.0,8.0,3.0,53.0,12.0
2017-09-11,24.0,15.0,19.0,527.0,94.0,23.0,18.0,6.0,92.0,33.0
2017-09-12,24.0,17.0,16.0,456.0,101.0,39.0,20.0,11.0,116.0,35.0
2017-09-13,35.0,17.0,26.0,547.0,198.0,31.0,29.0,11.0,243.0,38.0
2017-09-14,35.0,11.0,24.0,339.0,138.0,42.0,11.0,14.0,135.0,36.0
2017-09-15,18.0,24.0,20.0,246.0,95.0,33.0,26.0,11.0,101.0,25.0
2017-09-16,14.0,9.0,12.0,97.0,44.0,17.0,10.0,3.0,44.0,16.0
2017-09-17,11.0,7.0,8.0,77.0,38.0,16.0,8.0,8.0,38.0,8.0
2017-09-18,30.0,23.0,21.0,174.0,77.0,21.0,23.0,14.0,89.0,24.0
2017-09-19,30.0,25.0,26.0,173.0,113.0,30.0,24.0,17.0,109.0,21.0
2017-09-20,27.0,24.0,26.0,136.0,97.0,26.0,27.0,15.0,91.0,34.0
2017-09-21,34.0,23.0,28.0,149.0,82.0,38.0,23.0,15.0,96.0,33.0
2017-09-22,33.0,31.0,28.0,139.0,94.0,35.0,25.0,16.0,85.0,31.0
2017-09-23,10.0,11.0,12.0,55.0,30.0,15.0,8.0,7.0,38.0,10.0
2017-09-24,19.0,7.0,14.0,71.0,52.0,12.0,11.0,7.0,43.0,8.0
2017-09-25,20.0,24.0,18.0,104.0,57.0,34.0,12.0,14.0,65.0,34.0
2017-09-26,30.0,32.0,34.0,148.0,106.0,39.0,23.0,17.0,107.0,30.0
2017-09-27,29.0,19.0,32.0,168.0,101.0,33.0,18.0,21.0,96.0,42.0
2017-09-28,26.0,29.0,16.0,134.0,93.0,20.0,25.0,14.0,102.0,26.0
2017-09-29,35.0,17.0,21.0,111.0,67.0,34.0,18.0,16.0,80.0,28.0
2017-09-30,16.0,16.0,9.0,50.0,38.0,17.0,14.0,8.0,37.0,15.0
2017-10-01,8.0,7.0,8.0,61.0,47.0,9.0,3.0,4.0,44.0,6.0
2017-10-02,28.0,23.0,19.0,116.0,96.0,19.0,15.0,11.0,78.0,25.0
2017-10-03,18.0,27.0,34.0,134.0,106.0,36.0,19.0,13.0,105.0,31.0
2017-10-04,33.0,16.0,27.0,130.0,94.0,27.0,19.0,24.0,91.0,28.0
2017-10-05,31.0,23.0,22.0,101.0,77.0,28.0,28.0,22.0,78.0,29.0
2017-10-06,32.0,20.0,26.0,92.0,48.0,31.0,25.0,11.0,68.0,29.0
2017-10-07,14.0,5.0,11.0,51.0,38.0,12.0,11.0,9.0,34.0,10.0
2017-10-08,3.0,8.0,11.0,60.0,35.0,7.0,7.0,9.0,35.0,7.0
2017-10-09,8.0,20.0,18.0,83.0,58.0,15.0,22.0,9.0,69.0,20.0
2017-10-10,38.0,29.0,13.0,94.0,79.0,20.0,23.0,9.0,85.0,29.0
2017-10-11,27.0,22.0,19.0,104.0,80.0,18.0,23.0,12.0,75.0,26.0
2017-10-12,28.0,14.0,30.0,105.0,91.0,21.0,19.0,16.0,95.0,29.0
2017-10-13,21.0,15.0,27.0,81.0,60.0,30.0,36.0,9.0,62.0,22.0
2017-10-14,8.0,8.0,6.0,47.0,31.0,9.0,8.0,6.0,36.0,14.0
2017-10-15,5.0,9.0,8.0,61.0,38.0,6.0,8.0,9.0,37.0,6.0
2017-10-16,27.0,22.0,25.0,113.0,99.0,31.0,14.0,13.0,93.0,29.0
2017-10-17,38.0,25.0,32.0,102.0,82.0,18.0,33.0,7.0,93.0,37.0
2017-10-18,29.0,18.0,23.0,102.0,74.0,31.0,21.0,12.0,80.0,23.0
2017-10-19,29.0,21.0,19.0,97.0,74.0,36.0,27.0,20.0,77.0,25.0
2017-10-20,29.0,26.0,21.0,84.0,58.0,34.0,12.0,6.0,66.0,25.0
2017-10-21,9.0,10.0,12.0,50.0,31.0,9.0,4.0,5.0,27.0,10.0
2017-10-22,5.0,17.0,17.0,48.0,45.0,8.0,6.0,5.0,39.0,4.0
2017-10-23,24.0,23.0,26.0,106.0,103.0,26.0,22.0,19.0,90.0,43.0
2017-10-24,48.0,28.0,15.0,101.0,100.0,28.0,12.0,18.0,108.0,40.0
2017-10-25,37.0,25.0,25.0,87.0,101.0,27.0,25.0,15.0,74.0,28.0
2017-10-26,30.0,22.0,22.0,103.0,95.0,30.0,14.0,16.0,85.0,26.0
2017-10-27,21.0,18.0,25.0,72.0,78.0,24.0,15.0,17.0,71.0,28.0
2017-10-28,6.0,12.0,12.0,33.0,28.0,18.0,8.0,10.0,28.0,12.0
2017-10-29,2.0,6.0,4.0,56.0,38.0,5.0,6.0,5.0,33.0,9.0
2017-10-30,25.0,29.0,14.0,96.0,78.0,30.0,15.0,11.0,80.0,27.0
2017-10-31,36.0,14.0,34.0,83.0,75.0,37.0,13.0,12.0,61.0,31.0
2017-11-01,28.0,31.0,23.0,67.0,55.0,21.0,22.0,16.0,52.0,31.0
2017-11-02,28.0,20.0,15.0,99.0,94.0,26.0,19.0,14.0,98.0,27.0
2017-11-03,25.0,19.0,27.0,123.0,106.0,28.0,15.0,14.0,113.0,20.0
2017-11-04,6.0,13.0,9.0,44.0,36.0,10.0,7.0,12.0,30.0,6.0
2017-11-05,7.0,7.0,8.0,33.0,31.0,5.0,5.0,6.0,35.0,7.0
2017-11-06,24.0,29.0,17.0,128.0,114.0,17.0,9.0,14.0,116.0,14.0
2017-11-07,25.0,16.0,20.0,100.0,90.0,29.0,9.0,19.0,94.0,22.0
2017-11-08,35.0,21.0,32.0,98.0,77.0,32.0,17.0,22.0,72.0,29.0
2017-11-09,34.0,22.0,20.0,92.0,72.0,26.0,13.0,16.0,75.0,27.0
2017-11-10,14.0,14.0,17.0,62.0,64.0,15.0,15.0,9.0,58.0,19.0
2017-11-11,7.0,10.0,14.0,49.0,47.0,10.0,4.0,4.0,45.0,7.0
2017-11-12,4.0,14.0,10.0,55.0,51.0,6.0,9.0,7.0,57.0,5.0
2017-11-13,25.0,27.0,20.0,91.0,89.0,22.0,12.0,12.0,101.0,24.0
2017-11-14,37.0,32.0,16.0,98.0,102.0,28.0,20.0,15.0,98.0,31.0
2017-11-15,27.0,21.0,28.0,73.0,72.0,27.0,19.0,8.0,68.0,33.0
2017-11-16,35.0,27.0,20.0,94.0,100.0,33.0,41.0,14.0,99.0,25.0
2017-11-17,39.0,17.0,20.0,87.0,79.0,26.0,28.0,9.0,86.0,27.0
2017-11-18,7.0,10.0,12.0,61.0,54.0,20.0,15.0,10.0,51.0,16.0
2017-11-19,13.0,14.0,6.0,35.0,32.0,6.0,8.0,5.0,31.0,6.0
2017-11-20,31.0,26.0,16.0,72.0,67.0,29.0,12.0,9.0,70.0,27.0
2017-11-21,28.0,29.0,27.0,62.0,47.0,29.0,18.0,12.0,56.0,24.0
2017-11-22,26.0,22.0,28.0,50.0,39.0,27.0,13.0,19.0,47.0,21.0
2017-11-23,9.0,19.0,10.0,30.0,32.0,4.0,4.0,11.0,26.0,10.0
2017-11-24,16.0,12.0,11.0,48.0,44.0,17.0,9.0,10.0,48.0,12.0
2017-11-25,10.0,11.0,9.0,25.0,27.0,7.0,6.0,8.0,33.0,10.0
2017-11-26,11.0,15.0,12.0,27.0,29.0,7.0,6.0,3.0,29.0,10.0
2017-11-27,24.0,31.0,29.0,68.0,51.0,34.0,21.0,13.0,63.0,33.0
2017-11-28,47.0,32.0,33.0,80.0,81.0,36.0,18.0,13.0,86.0,36.0
2017-11-29,32.0,34.0,29.0,102.0,98.0,41.0,24.0,15.0,95.0,41.0
2017-11-30,43.0,25.0,18.0,85.0,85.0,39.0,18.0,8.0,87.0,33.0
2017-12-01,27.0,27.0,22.0,73.0,69.0,26.0,17.0,14.0,62.0,22.0
2017-12-02,8.0,9.0,7.0,45.0,32.0,8.0,10.0,7.0,38.0,3.0
2017-12-03,10.0,4.0,8.0,25.0,31.0,7.0,4.0,5.0,28.0,10.0
2017-12-04,32.0,21.0,21.0,74.0,68.0,27.0,14.0,12.0,63.0,22.0
2017-12-05,24.0,16.0,22.0,83.0,91.0,30.0,24.0,15.0,83.0,20.0
2017-12-06,31.0,26.0,31.0,77.0,86.0,32.0,21.0,13.0,82.0,23.0
2017-12-07,25.0,33.0,25.0,68.0,60.0,37.0,13.0,14.0,61.0,31.0
2017-12-08,35.0,21.0,19.0,79.0,91.0,26.0,20.0,19.0,86.0,29.0
2017-12-09,12.0,15.0,16.0,48.0,43.0,14.0,7.0,1.0,56.0,11.0
2017-12-10,8.0,20.0,9.0,51.0,55.0,7.0,7.0,3.0,36.0,6.0
2017-12-11,28.0,18.0,16.0,85.0,73.0,35.0,14.0,11.0,72.0,36.0
2017-12-12,36.0,32.0,33.0,86.0,84.0,34.0,19.0,14.0,82.0,23.0
2017-12-13,40.0,29.0,24.0,69.0,81.0,29.0,21.0,17.0,70.0,24.0
2017-12-14,21.0,21.0,19.0,98.0,104.0,22.0,12.0,12.0,106.0,32.0
2017-12-15,26.0,21.0,27.0,75.0,76.0,25.0,17.0,12.0,94.0,26.0
2017-12-16,10.0,13.0,14.0,52.0,53.0,6.0,5.0,7.0,37.0,6.0
2017-12-17,11.0,17.0,6.0,60.0,51.0,7.0,3.0,6.0,41.0,7.0
2017-12-18,27.0,19.0,21.0,79.0,81.0,20.0,17.0,17.0,73.0,30.0
2017-12-19,31.0,27.0,25.0,87.0,88.0,30.0,21.0,11.0,90.0,26.0
2017-12-20,37.0,27.0,22.0,76.0,88.0,29.0,15.0,17.0,78.0,33.0
2017-12-21,35.0,22.0,25.0,71.0,73.0,35.0,16.0,9.0,70.0,18.0
2017-12-22,20.0,16.0,22.0,78.0,83.0,19.0,9.0,10.0,67.0,20.0
2017-12-23,11.0,11.0,7.0,38.0,35.0,9.0,2.0,4.0,33.0,6.0
2017-12-24,5.0,4.0,5.0,17.0,14.0,10.0,3.0,6.0,15.0,3.0
2017-12-25,4.0,5.0,5.0,31.0,28.0,2.0,3.0,5.0,25.0,3.0
2017-12-26,22.0,14.0,21.0,78.0,90.0,23.0,7.0,10.0,50.0,20.0
2017-12-27,30.0,18.0,12.0,73.0,90.0,24.0,17.0,10.0,67.0,18.0
2017-12-28,33.0,29.0,28.0,56.0,75.0,30.0,16.0,9.0,74.0,24.0
2017-12-29,15.0,22.0,19.0,100.0,105.0,31.0,15.0,22.0,94.0,32.0
2017-12-30,14.0,14.0,9.0,41.0,52.0,16.0,6.0,3.0,33.0,11.0
2017-12-31,5.0,7.0,5.0,36.0,30.0,4.0,5.0,5.0,33.0,7.0
2018-01-01,2.0,10.0,5.0,31.0,39.0,2.0,8.0,7.0,35.0,6.0
2018-01-02,24.0,22.0,29.0,59.0,76.0,28.0,25.0,20.0,79.0,26.0
2018-01-03,46.0,41.0,34.0,82.0,79.0,42.0,20.0,19.0,85.0,38.0
2018-01-04,33.0,22.0,26.0,88.0,89.0,30.0,16.0,17.0,87.0,18.0
2018-01-05,23.0,36.0,17.0,81.0,85.0,25.0,25.0,25.0,77.0,33.0
2018-01-06,13.0,12.0,10.0,31.0,48.0,9.0,8.0,4.0,36.0,10.0
2018-01-07,6.0,6.0,10.0,56.0,43.0,7.0,8.0,7.0,48.0,8.0
2018-01-08,19.0,27.0,21.0,82.0,96.0,26.0,17.0,12.0,90.0,19.0
2018-01-09,32.0,22.0,20.0,72.0,82.0,37.0,18.0,21.0,96.0,27.0
2018-01-10,26.0,19.0,25.0,85.0,87.0,26.0,13.0,14.0,83.0,28.0
2018-01-11,29.0,44.0,26.0,71.0,77.0,33.0,20.0,10.0,83.0,24.0
2018-01-12,27.0,35.0,21.0,94.0,82.0,25.0,21.0,23.0,108.0,15.0
2018-01-13,10.0,15.0,8.0,63.0,71.0,11.0,15.0,4.0,60.0,11.0
2018-01-14,4.0,16.0,15.0,66.0,72.0,10.0,12.0,3.0,63.0,9.0
2018-01-15,16.0,20.0,11.0,84.0,82.0,13.0,18.0,8.0,90.0,13.0
2018-01-16,35.0,29.0,23.0,100.0,107.0,27.0,21.0,14.0,108.0,37.0
2018-01-17,21.0,23.0,23.0,102.0,98.0,30.0,20.0,19.0,89.0,37.0
2018-01-18,33.0,29.0,25.0,102.0,102.0,32.0,15.0,18.0,101.0,36.0
2018-01-19,31.0,30.0,26.0,107.0,109.0,35.0,23.0,15.0,90.0,41.0
2018-01-20,15.0,12.0,13.0,44.0,50.0,12.0,11.0,5.0,38.0,8.0
2018-01-21,7.0,15.0,16.0,48.0,46.0,8.0,11.0,7.0,50.0,9.0
2018-01-22,30.0,28.0,22.0,89.0,95.0,33.0,25.0,12.0,86.0,21.0
2018-01-23,26.0,26.0,25.0,83.0,90.0,39.0,21.0,15.0,73.0,36.0
2018-01-24,28.0,22.0,35.0,92.0,109.0,25.0,15.0,12.0,75.0,34.0
2018-01-25,30.0,32.0,35.0,100.0,101.0,35.0,20.0,20.0,93.0,28.0
2018-01-26,31.0,20.0,27.0,77.0,83.0,36.0,22.0,14.0,81.0,29.0
2018-01-27,17.0,5.0,10.0,51.0,57.0,13.0,7.0,10.0,60.0,16.0
2018-01-28,10.0,5.0,8.0,56.0,50.0,12.0,11.0,4.0,33.0,6.0
2018-01-29,31.0,22.0,29.0,78.0,93.0,21.0,15.0,18.0,82.0,24.0
2018-01-30,30.0,31.0,35.0,100.0,126.0,30.0,25.0,17.0,94.0,31.0
2018-01-31,26.0,25.0,28.0,102.0,115.0,33.0,23.0,18.0,103.0,36.0
2018-02-01,29.0,29.0,26.0,100.0,97.0,39.0,17.0,19.0,96.0,46.0
2018-02-02,29.0,8.0,7.0,83.0,91.0,21.0,15.0,9.0,82.0,24.0
2018-02-03,10.0,13.0,9.0,58.0,57.0,16.0,16.0,10.0,65.0,19.0
2018-02-04,6.0,8.0,9.0,62.0,61.0,10.0,7.0,6.0,41.0,7.0
2018-02-05,23.0,15.0,28.0,90.0,85.0,27.0,19.0,5.0,83.0,28.0
2018-02-06,33.0,30.0,25.0,102.0,99.0,26.0,22.0,18.0,93.0,30.0
2018-02-07,32.0,29.0,22.0,121.0,143.0,45.0,14.0,20.0,108.0,27.0
2018-02-08,36.0,19.0,31.0,87.0,104.0,27.0,19.0,9.0,88.0,26.0
2018-02-09,27.0,31.0,22.0,100.0,107.0,34.0,18.0,13.0,93.0,35.0
2018-02-10,10.0,15.0,11.0,49.0,52.0,13.0,11.0,14.0,53.0,14.0
2018-02-11,9.0,13.0,9.0,74.0,78.0,10.0,10.0,10.0,68.0,14.0
2018-02-12,28.0,21.0,28.0,153.0,166.0,25.0,13.0,14.0,157.0,24.0
2018-02-13,32.0,31.0,22.0,118.0,108.0,30.0,22.0,25.0,102.0,40.0
2018-02-14,22.0,20.0,33.0,84.0,92.0,30.0,14.0,10.0,76.0,31.0
2018-02-15,26.0,30.0,23.0,87.0,88.0,31.0,14.0,20.0,88.0,35.0
2018-02-16,41.0,20.0,19.0,94.0,105.0,30.0,14.0,12.0,86.0,40.0
2018-02-17,18.0,12.0,16.0,41.0,37.0,8.0,5.0,6.0,35.0,6.0
2018-02-18,6.0,14.0,16.0,54.0,47.0,12.0,4.0,2.0,45.0,3.0
2018-02-19,10.0,19.0,17.0,81.0,86.0,17.0,16.0,7.0,66.0,16.0
2018-02-20,26.0,21.0,21.0,106.0,107.0,30.0,16.0,12.0,92.0,21.0
2018-02-21,39.0,34.0,35.0,106.0,117.0,32.0,22.0,14.0,108.0,25.0
2018-02-22,33.0,24.0,32.0,122.0,118.0,41.0,28.0,19.0,109.0,43.0
2018-02-23,29.0,33.0,31.0,81.0,92.0,43.0,13.0,14.0,90.0,23.0
2018-02-24,11.0,10.0,13.0,68.0,61.0,14.0,16.0,8.0,59.0,8.0
2018-02-25,7.0,16.0,18.0,82.0,92.0,8.0,6.0,11.0,61.0,8.0
2018-02-26,22.0,25.0,19.0,99.0,90.0,29.0,17.0,15.0,84.0,27.0
2018-02-27,41.0,40.0,37.0,95.0,121.0,36.0,21.0,20.0,103.0,40.0
2018-02-28,27.0,18.0,29.0,88.0,77.0,39.0,21.0,25.0,79.0,38.0
2018-03-01,30.0,19.0,28.0,84.0,114.0,40.0,19.0,20.0,92.0,32.0
2018-03-02,28.0,27.0,20.0,91.0,102.0,31.0,11.0,23.0,91.0,29.0
2018-03-03,12.0,17.0,7.0,43.0,63.0,13.0,13.0,12.0,48.0,11.0
2018-03-04,9.0,19.0,12.0,51.0,49.0,17.0,9.0,13.0,47.0,11.0
2018-03-05,31.0,27.0,20.0,85.0,76.0,41.0,11.0,20.0,77.0,27.0
2018-03-06,37.0,36.0,27.0,129.0,130.0,34.0,8.0,18.0,107.0,48.0
2018-03-07,30.0,25.0,39.0,101.0,110.0,30.0,20.0,15.0,99.0,34.0
2018-03-08,34.0,35.0,22.0,86.0,87.0,31.0,26.0,8.0,81.0,43.0
2018-03-09,26.0,28.0,24.0,70.0,84.0,33.0,11.0,18.0,68.0,40.0
2018-03-10,8.0,10.0,10.0,53.0,51.0,10.0,11.0,7.0,45.0,8.0
2018-03-11,6.0,15.0,8.0,44.0,49.0,8.0,9.0,6.0,39.0,3.0
2018-03-12,39.0,26.0,22.0,79.0,91.0,30.0,22.0,16.0,84.0,23.0
2018-03-13,21.0,26.0,32.0,100.0,106.0,26.0,28.0,14.0,97.0,36.0
2018-03-14,32.0,29.0,21.0,98.0,104.0,29.0,20.0,11.0,91.0,39.0
2018-03-15,29.0,32.0,29.0,87.0,100.0,22.0,22.0,22.0,91.0,48.0
2018-03-16,25.0,18.0,21.0,64.0,77.0,32.0,16.0,17.0,51.0,32.0
2018-03-17,6.0,13.0,10.0,48.0,54.0,11.0,8.0,10.0,44.0,10.0
2018-03-18,15.0,13.0,8.0,40.0,38.0,8.0,8.0,9.0,52.0,6.0
2018-03-19,34.0,34.0,24.0,121.0,125.0,33.0,25.0,22.0,144.0,25.0
2018-03-20,33.0,33.0,31.0,105.0,102.0,33.0,18.0,21.0,96.0,47.0
2018-03-21,38.0,30.0,34.0,69.0,83.0,18.0,19.0,18.0,87.0,27.0
2018-03-22,31.0,28.0,23.0,115.0,110.0,34.0,28.0,18.0,112.0,37.0
2018-03-23,27.0,29.0,29.0,91.0,84.0,34.0,17.0,11.0,90.0,33.0
2018-03-24,14.0,17.0,8.0,39.0,56.0,11.0,3.0,9.0,36.0,12.0
2018-03-25,8.0,11.0,10.0,53.0,62.0,18.0,12.0,8.0,80.0,13.0
2018-03-26,33.0,26.0,26.0,85.0,91.0,29.0,14.0,19.0,85.0,27.0
2018-03-27,36.0,29.0,27.0,95.0,113.0,42.0,15.0,3.0,103.0,40.0
2018-03-28,39.0,23.0,21.0,96.0,105.0,41.0,31.0,13.0,107.0,27.0
2018-03-29,36.0,26.0,17.0,98.0,118.0,30.0,17.0,9.0,96.0,34.0
2018-03-30,31.0,24.0,23.0,54.0,77.0,25.0,20.0,17.0,66.0,29.0
2018-03-31,11.0,20.0,11.0,32.0,37.0,17.0,6.0,6.0,40.0,10.0
2018-04-01,6.0,7.0,9.0,51.0,43.0,10.0,8.0,2.0,46.0,11.0
2018-04-02,44.0,34.0,28.0,79.0,77.0,47.0,28.0,27.0,77.0,45.0
2018-04-03,42.0,36.0,27.0,101.0,111.0,46.0,14.0,14.0,95.0,30.0
2018-04-04,35.0,31.0,40.0,119.0,121.0,46.0,21.0,23.0,110.0,41.0
2018-04-05,68.0,41.0,33.0,103.0,113.0,70.0,19.0,21.0,94.0,79.0
2018-04-06,46.0,45.0,28.0,67.0,82.0,78.0,18.0,13.0,77.0,71.0
2018-04-07,21.0,23.0,11.0,51.0,49.0,26.0,14.0,16.0,42.0,36.0
2018-04-08,4.0,9.0,11.0,69.0,66.0,11.0,8.0,11.0,72.0,8.0
2018-04-09,22.0,24.0,23.0,131.0,137.0,27.0,14.0,16.0,126.0,30.0
2018-04-10,41.0,31.0,21.0,151.0,161.0,35.0,20.0,17.0,168.0,42.0
2018-04-11,35.0,32.0,29.0,139.0,144.0,33.0,20.0,9.0,135.0,33.0
2018-04-12,39.0,19.0,26.0,139.0,156.0,34.0,29.0,8.0,129.0,30.0
2018-04-13,28.0,14.0,19.0,84.0,94.0,24.0,13.0,11.0,89.0,26.0
2018-04-14,9.0,10.0,9.0,43.0,41.0,9.0,7.0,4.0,39.0,14.0
2018-04-15,10.0,15.0,13.0,35.0,63.0,7.0,9.0,3.0,56.0,12.0
2018-04-16,35.0,22.0,26.0,95.0,96.0,36.0,19.0,15.0,96.0,39.0
2018-04-17,41.0,33.0,19.0,119.0,117.0,30.0,23.0,19.0,120.0,41.0
2018-04-18,32.0,31.0,27.0,88.0,103.0,42.0,27.0,22.0,97.0,54.0
2018-04-19,50.0,34.0,21.0,117.0,122.0,37.0,17.0,21.0,106.0,34.0
2018-04-20,27.0,26.0,23.0,100.0,103.0,31.0,14.0,23.0,100.0,47.0
2018-04-21,7.0,10.0,8.0,40.0,53.0,12.0,10.0,6.0,42.0,15.0
2018-04-22,7.0,5.0,12.0,49.0,49.0,4.0,6.0,6.0,42.0,15.0
2018-04-23,29.0,41.0,23.0,97.0,101.0,34.0,17.0,20.0,94.0,37.0
2018-04-24,41.0,32.0,28.0,132.0,141.0,38.0,17.0,19.0,145.0,56.0
2018-04-25,39.0,32.0,33.0,93.0,111.0,32.0,18.0,6.0,87.0,46.0
2018-04-26,33.0,35.0,16.0,104.0,101.0,33.0,15.0,19.0,90.0,50.0
